255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014649,255,58.289,20.905,10.679,6.1234,4.2922,3.0031,2.3878,2.0802,1.4942,1.3917,1.1866,0.86431,0.65922,0.80571,0.65922,0.62992,0.54202,0.48343,0.62992,0.52737,0.42483,0.35158,0.58597,0.29299,0.45413,0.30763,0.46878,0.11719,0.41018,0.46878,0.32228,0.38088,0.36623,0.45413,0.36623,0.43948,0.35158,0.35158,0.43948,0.46878,0.52737,0.54202,0.54202,0.84966,0.87896,0.93755,0.96685,0.96685,1.1866,1.5821,1.8751,2.2999,2.6808,4.512,6.2259,9.8443,18.839,50.687,216.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,196.08,255,109.72,57.493,33.21,21.724,14.968,10.862,8.0645,6.5766,5.297,5.0887,3.7198,3.571,3.4222,2.9163,2.589,2.4997,2.4402,1.7557,1.607,1.9343,1.7855,1.4582,1.9045,1.726,1.4582,1.5177,1.5177,1.1903,1.7855,1.3986,1.6665,1.4284,1.4582,1.4284,1.3391,1.726,1.845,2.1128,2.2319,2.0236,1.8748,2.2319,2.5295,2.9163,3.0651,3.452,3.452,4.434,6.16,6.6659,8.2728,10.445,14.046,18.123,28.241,49.31,93.709,206.82,179.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,255,171.83,100.39,56.724,38.108,27.833,19.16,14.717,11.212,9.0963,8.2804,6.5578,5.4699,4.5935,5.077,3.9589,3.6265,3.4451,3.4753,2.9012,2.9314,2.8407,2.1457,2.5687,2.2968,2.2363,2.6896,2.5083,2.055,2.055,2.3874,2.3572,2.2363,2.0248,2.2061,2.599,2.9314,2.6292,2.4176,2.5687,3.0825,3.1127,3.2638,3.5358,3.6869,4.2611,5.5606,5.8628,6.2858,7.7667,8.5222,11.212,12.451,16.803,22.968,32.819,51.103,80.507,137.62,230.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,146.35,255,181.44,125.27,77.428,53.465,43.416,32.723,23.834,19.797,17.135,13.055,11.208,10.994,8.6746,7.4722,6.4845,7.8158,5.9692,5.7974,5.6256,5.368,5.1103,4.8956,4.2085,4.4232,4.2514,4.8956,4.4662,4.2944,3.8649,4.4232,3.9079,4.3373,4.3803,5.1103,4.552,4.6379,4.552,5.1103,5.325,4.9385,5.8404,6.9569,7.9875,7.7299,8.6317,10.221,10.779,12.926,14.429,17.564,21.128,26.883,35.686,50.244,66.692,97.783,145.45,223.78,134.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,255,219.52,162.54,122.44,85.225,58.423,47.77,40.154,32.008,24.777,21.21,17.98,14.558,14.509,11.087,11.521,9.207,8.8696,7.9055,8.4357,7.2788,6.604,7.2306,6.5558,6.9896,5.1578,6.0737,6.845,5.8327,5.7363,6.5076,5.4471,5.8327,6.7004,6.6522,5.7363,6.2665,6.9896,6.7968,6.4112,7.2306,9.3516,9.1106,9.0142,11.039,11.039,11.906,15.715,14.558,18.655,21.933,26.223,33.068,42.902,53.507,68.691,96.649,130.68,185.97,235.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,133.69,255,214.17,166.35,134.11,100.98,71.824,56.12,49.661,40.001,35.853,28.267,24.712,20.623,19.556,17.008,13.63,15.23,12.386,11.615,10.489,11.378,9.8966,10.015,9.304,9.8966,8.2965,8.5928,9.6595,8.9484,8.7706,8.9484,8.178,9.7188,9.304,8.4743,9.541,9.4225,9.1262,9.6003,12.504,12.03,12.386,13.689,13.689,15.763,18.075,17.66,22.341,24.238,29.156,33.542,43.675,51.616,61.631,82.195,103.88,134.82,178.38,231.18,123.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.066337,255,233.57,201.47,158.88,134.73,106.27,80.666,62.689,54.264,47.033,41.063,35.955,29.52,26.734,22.488,21.891,19.238,15.457,17.712,14.461,13.864,13.599,13.135,11.874,13.002,12.272,11.078,11.476,12.206,11.277,12.14,11.012,12.206,11.609,11.41,12.14,11.675,12.007,14.594,14.13,14.063,16.12,15.921,18.044,20.166,19.569,23.152,26.07,29.387,32.439,41.593,49.952,56.254,68.261,85.177,103.22,129.09,165.91,207.17,236.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,127.19,255,231.9,201.6,162.66,141.18,117.53,94.582,73.486,58.264,55.25,52.932,41.65,39.873,31.914,29.827,27.355,22.873,24.186,19.936,19.782,17.695,16.073,18.468,15.686,17.309,15.841,14.373,15.455,16.923,14.991,14.914,16.227,15.455,15.377,15.686,14.682,16.227,19.859,16.845,20.091,19.009,20.091,24.341,22.255,26.35,28.977,31.141,34.618,43.35,49.377,56.409,63.982,76.345,92.882,110.5,129.97,165.29,201.99,232.98,122.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,255,240.6,216.58,195.28,162.81,141.86,124.65,101.22,78.724,67.563,62.451,54.612,49.671,45.922,38.851,33.483,31.609,30.416,26.156,24.708,25.134,21.385,20.022,21.811,19.596,20.448,19.766,18.233,19.937,18.659,19.766,18.659,20.363,18.488,19.085,18.403,20.703,22.152,21.896,23.259,23.174,25.986,24.878,27.264,30.842,33.824,36.976,41.066,47.711,56.487,61.428,67.222,80.172,98.064,111.27,128.99,159.66,191.53,217.51,235.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
